layer,rank,expert,macro_reap,reap_analects,reap_bible,reap_bofm,reap_dhamma,reap_gita,reap_quran,reap_tao,reap_upanishads
37,7,67,7.8336,7.6347,7.6185,7.4025,7.0551,8.3365,9.9876,7.5062,7.1274
37,8,102,7.6144,7.1472,8.8955,7.7735,8.1512,7.6476,7.1895,6.043,8.0681
37,9,68,7.4428,6.6935,9.228,7.6438,7.6291,6.7261,7.2306,6.9676,7.4241
37,10,80,7.0159,6.2552,7.3617,6.9338,7.9241,6.9668,7.3694,6.5127,6.8038
37,11,124,6.5475,7.0113,0.5561,8.9199,22.149,3.6483,2.9677,0.5133,6.6142
37,12,107,6.1349,5.8445,6.2217,5.7915,7.2619,6.0517,5.3924,6.4297,6.0862
37,13,60,6.0221,5.395,6.3387,5.7037,5.8747,6.8265,6.172,5.3951,6.4711
37,14,110,5.7762,6.1699,7.2072,5.6199,4.638,6.0221,6.5131,4.2249,5.8145
37,15,79,5.5363,9.0075,1.5389,0.6902,3.5374,10.5584,5.7244,3.9488,9.2845
37,16,62,5.496,4.8684,7.0642,5.8408,5.8914,5.9674,5.5351,3.317,5.4839
37,17,89,5.2546,5.0432,4.5882,4.8272,6.3719,5.9468,5.4517,4.4367,5.3709
37,18,37,5.2513,3.6509,4.0926,3.817,5.0848,9.4406,5.8643,3.7959,6.2643
37,19,122,4.8562,4.3671,5.4839,3.7668,4.8727,4.2086,6.824,4.2028,5.1238
37,20,36,4.7592,12.8455,2.7841,2.2839,3.3505,2.4059,0.6507,10.9103,2.8426
38,1,152,6283.0533,3890.4782,6529.1174,859.6138,4221.9448,6669.3219,13400.2438,13278.4384,1415.2678
38,2,33,9.4896,10.0427,13.2896,9.2412,9.3791,9.3782,8.6869,8.0108,7.8882
38,3,61,9.0204,9.1791,7.6867,8.0464,10.7641,9.2981,8.1367,9.2634,9.7885
38,4,8,8.8465,7.9638,9.8825,9.4809,8.7038,7.4762,8.8376,7.8761,10.5515
38,5,48,5.6858,6.1045,5.2493,4.3774,6.3071,6.0933,5.2555,5.0859,7.0139
38,6,38,4.439,5.7959,5.2231,4.5302,4.3785,3.6424,3.9736,4.1392,3.8292
38,7,42,4.2691,4.5948,4.108,4.8603,4.3991,4.0624,3.5153,3.8895,4.7235
38,8,49,3.3216,3.0644,3.2052,3.0254,4.047,3.0158,3.0755,1.5681,5.5713
38,9,40,3.0544,3.0925,3.1396,3.1876,3.7481,1.941,2.6884,1.531,5.1073
38,10,59,3.0418,3.1215,2.7883,4.1332,2.5843,4.583,3.4453,1.3883,2.2903
38,11,7,3.039,5.143,2.1431,1.9971,1.8299,6.7417,3.1436,1.3349,1.9784
38,12,0,nan,7.9112,6.206,nan,6.9299,7.2017,nan,7.8961,6.0484
38,13,1,nan,1.5231,2.2733,nan,1.1659,1.7748,nan,0.4426,1.9236
38,14,2,nan,3.7212,3.6328,nan,3.3637,2.9585,nan,2.3735,3.1533
38,15,3,nan,8.8503,5.0014,nan,8.5896,6.2635,nan,6.0997,6.2925
38,16,4,nan,1.8124,2.162,nan,1.042,1.4275,nan,0.8967,1.904
38,17,5,nan,1.9196,2.5188,nan,1.1891,3.6581,nan,0.3613,2.6512
38,18,87,13.3836,17.9213,29.0121,14.2131,6.4674,3.975,13.908,14.1801,7.3917
38,19,99,9.6895,4.4852,16.1596,17.2946,5.1948,6.02,16.1581,5.5426,6.6615
38,20,117,9.1997,10.046,9.0129,10.3217,8.5913,11.0295,10.948,2.2988,11.3493
39,1,64,199.1657,59.9584,76.7351,43.9772,307.3978,346.4964,151.2434,576.7415,30.7759
39,2,108,22.1374,0.0,0.0,3.2724,0.0,0.629,46.7289,0.6135,125.8554
39,3,132,17.5651,9.5169,27.5589,19.9214,12.7189,18.7811,24.9254,11.5398,15.5584
39,4,203,14.5324,14.6127,17.4361,14.7386,15.3976,13.6473,12.3111,9.5746,18.5409
39,5,118,14.3055,14.6086,10.8926,12.456,13.2024,11.0705,18.5243,14.7446,18.9451
39,6,225,14.1819,13.6796,11.2912,11.7852,14.2992,12.0268,12.8169,13.7745,23.7823
39,7,7,13.6615,14.4091,20.0652,15.1781,16.0988,11.4061,7.5262,13.2169,11.3916
39,8,0,nan,8.5139,4.0195,nan,7.6541,8.1058,nan,5.877,11.3684
39,9,1,nan,1.5855,1.4441,nan,1.6172,3.3837,nan,0.1263,2.3658
39,10,2,nan,4.6942,1.9127,nan,0.3733,1.1815,nan,0.0359,0.0
39,11,3,nan,3.5269,2.7058,nan,2.9595,3.4866,nan,2.5699,2.6715
39,12,4,nan,1.2064,1.6462,nan,3.9195,3.5674,nan,0.2415,2.1148
39,13,5,nan,2.9711,2.3614,nan,2.4202,2.7142,nan,0.8774,2.7914
39,14,173,13.5394,22.4712,4.2392,13.0017,14.2298,14.0031,12.4302,13.3201,14.6197
39,15,78,12.8915,12.5317,12.8937,12.1358,12.3622,9.8159,9.9557,12.879,20.5577
39,16,75,12.7569,13.2975,14.9574,13.6433,15.3233,10.546,8.9575,10.66,14.6699
39,17,220,12.7284,13.5044,11.4942,12.2713,12.6967,12.4966,12.3051,12.3153,14.7433
39,18,9,12.4759,5.8413,0.5427,4.8747,7.3093,5.988,7.7646,4.2462,63.2402
39,19,177,12.4612,8.6358,8.5266,10.2981,12.9801,13.8671,10.849,14.6436,19.8893
39,20,90,12.4584,10.2745,9.5929,8.9608,12.3587,11.5179,9.389,12.0769,25.4964
40,1,122,14.4028,15.3726,20.4447,17.8281,13.9298,10.1194,12.1465,15.2373,10.1439
40,2,212,12.0585,11.9124,14.8598,13.328,10.9684,12.487,12.4861,9.2718,11.1541
40,3,41,9.8544,10.3988,14.2887,13.7192,9.2279,6.562,7.8995,8.6022,8.137
40,4,107,9.1507,9.8398,17.0311,12.8899,8.5418,6.9206,5.522,6.701,5.7594
40,5,112,8.4948,8.6883,10.5226,9.2531,8.7907,6.162,7.1416,7.7135,9.6866
40,6,87,8.1239,9.0304,13.9599,11.4535,7.8037,7.701,4.6299,2.2761,8.1366
40,7,76,7.8055,8.9919,8.9534,8.9113,7.8758,6.1603,6.0831,8.2477,7.2203
40,8,78,7.3901,6.9153,9.4763,8.646,7.6771,7.7351,7.8753,3.0412,7.7545
40,9,73,7.0707,9.9524,5.4028,5.3062,8.2665,6.2223,5.589,5.1233,10.703
40,10,94,6.911,7.6344,12.3135,10.773,6.0356,5.406,5.5438,1.7897,5.7921
40,11,97,6.4267,6.6112,7.0915,8.1099,5.7784,6.1505,6.4185,2.4858,8.7682
40,12,91,5.9937,10.3156,4.0798,9.4827,6.1461,1.1472,6.3918,1.7837,8.603
40,13,7,5.2567,4.4068,4.7141,4.2881,5.4115,5.7307,6.1532,6.921,4.4281
40,14,0,nan,2.2884,2.3416,nan,2.121,1.602,nan,1.2181,2.0842
40,15,1,nan,11.7292,9.0992,nan,10.3068,7.5406,nan,11.0323,8.567
40,16,2,nan,2.5034,2.7407,nan,1.3878,0.8129,nan,0.6897,2.0227
40,17,3,nan,2.6343,2.3682,nan,2.2212,0.0866,nan,0.6912,2.1067
40,18,4,nan,2.2746,1.4329,nan,1.0271,0.9843,nan,0.2883,2.1147
40,19,5,nan,5.9343,3.7631,nan,5.7661,8.2772,nan,3.7381,4.5787
40,20,29,4529.143,5068.7702,2271.1576,580.8803,6108.5689,7407.2325,3924.1497,10010.0057,862.3788
41,1,154,2061.7359,2099.1238,2428.0349,1518.4594,2725.7287,2054.3848,2000.3647,2574.7912,1092.9998
41,2,105,135.4242,7.5279,7.304,9.3588,4.2508,10.274,124.1423,4.5419,915.9942
41,3,143,105.5993,2.563,3.8546,3.8068,0.5654,624.6708,206.8576,0.244,2.232
41,4,46,18.9636,11.2468,5.3709,11.6892,10.9804,10.6221,20.815,10.4824,70.5021
41,5,168,16.3707,16.5427,26.7774,20.1875,14.6009,11.6746,12.2786,14.5737,14.3301
41,6,153,13.289,18.8931,13.2527,13.8839,15.8541,7.199,9.8713,14.9311,12.427
41,7,138,12.7759,14.3376,14.3088,13.5121,11.3411,10.9313,11.695,12.2678,13.8135
41,8,160,11.6776,11.2698,16.0126,13.26,9.9047,9.9244,11.527,10.0719,11.4503
41,9,34,11.1652,15.9505,0.0506,2.1152,23.9852,19.8742,24.2178,0.9309,2.197
41,10,59,10.8758,11.7177,18.3683,12.9682,9.5875,7.3502,8.2342,10.0163,8.7642
41,11,202,10.6015,17.8323,11.2304,9.066,8.5906,8.9262,9.5038,9.0937,10.5694
41,12,140,10.3632,11.7197,18.2903,12.9178,8.2639,7.3824,7.646,10.4989,6.1864
41,13,164,10.1919,11.3413,12.0744,10.0809,8.8527,7.7403,11.335,9.7011,10.4096
41,14,156,9.8113,9.4738,12.8507,11.1861,7.8377,10.9133,8.4274,6.832,10.9697
41,15,54,9.5533,10.569,9.91,10.9313,8.6376,10.0793,8.2376,10.2979,7.7639
41,16,214,9.1472,9.838,11.1942,10.0618,8.384,7.6093,8.8525,8.6803,8.5578
41,17,232,9.0537,7.5944,10.0656,8.652,6.4492,8.3742,8.7888,8.7891,13.7163
41,18,169,8.7608,5.746,4.9083,4.3393,21.4509,10.2061,4.9654,5.5853,12.8848
41,19,142,8.7228,9.7935,11.2466,9.8847,5.9989,6.5569,8.6872,7.469,10.1454
41,20,155,8.6398,7.7073,10.743,8.7756,7.1538,10.4093,9.2125,6.1617,8.9553
42,1,164,659.5333,1.0466,0.0,92.7134,241.9353,3319.9424,1607.6082,13.0209,0.0
42,2,41,28.4464,17.3071,19.0863,18.8729,20.1735,11.3597,16.7399,21.8056,102.2258
42,3,112,27.5229,27.2721,40.0074,29.4058,23.6578,18.0238,23.8726,22.3131,35.6307
42,4,79,25.7534,21.9354,30.4299,22.7763,23.1073,13.8692,25.8249,23.3952,44.6887
42,5,34,23.7475,23.5726,30.8666,25.5391,21.2206,13.5747,21.5813,23.496,30.1294
42,6,52,23.1557,18.1447,20.3158,30.2598,20.0266,33.0097,19.1396,8.0166,36.3324
42,7,73,21.1384,19.91,30.5552,25.5371,12.5215,21.5714,17.6535,19.8122,21.5465
42,8,101,20.056,20.1121,30.8277,22.4675,17.9399,11.4285,20.0729,18.4553,19.1442
42,9,78,16.8392,15.5288,17.5587,14.6276,16.7682,13.2285,14.9089,16.3965,25.6963
42,10,63,15.0443,14.4604,18.5592,16.1929,13.0644,16.0335,15.4694,11.0759,15.4992
42,11,119,14.6359,13.4015,19.5979,15.5452,13.9201,11.7206,12.911,13.489,16.502
42,12,81,13.8985,12.518,17.5172,13.6327,13.029,10.1348,14.3068,13.2759,16.7738
42,13,123,13.2996,13.6179,14.7587,14.1863,13.7925,12.1282,13.8234,13.5954,10.4942
42,14,92,12.9475,13.6495,12.2763,10.6402,12.5907,13.1742,10.8244,13.1967,17.2278
42,15,71,12.6993,7.4641,8.3329,7.9553,16.7321,15.8068,15.6399,9.6605,20.0027
42,16,84,12.3812,21.2501,16.6872,12.1215,9.138,8.7347,13.1631,6.5863,11.3685
42,17,47,11.3842,16.4999,14.6871,13.3288,9.7927,9.1581,8.9798,6.1215,12.5054
42,18,107,11.3079,11.7975,13.6666,11.8616,11.7392,8.5844,9.54,11.7429,11.5312
42,19,36,11.218,7.1514,2.7809,6.6995,20.5855,4.6862,11.2665,18.8339,17.7403
42,20,104,11.2125,31.6515,0.5121,7.8617,6.5698,18.5002,24.3818,0.2231,0.0
